n,CPI_index,Direction,Operations,People,Engagement,Vision,Strategy,Leadership,Adaptability,Performance,Systems,Teamwork,Talent,Development,Fit,Customer,Climate,Positivity,Satisfaction,Effort,nps
10167,61,59,56,66,66,60,57,60,50,61,58,68,59,70,67,68,64,65,70,79,7
