n,CPI_index,Direction,Operations,People,Engagement,Vision,Strategy,Leadership,Adaptability,Performance,Systems,Teamwork,Talent,Development,Fit,Customer,Climate,Positivity,Satisfaction,Effort,nps
14614,63,61,57,66,68,62,59,62,51,61,59,68,61,70,68,71,65,66,71,80,7
