n,CPI_index,Direction,Operations,People,Engagement,Vision,Strategy,Leadership,Adaptability,Performance,Systems,Teamwork,Talent,Development,Fit,Customer,Climate,Positivity,Satisfaction,Effort,nps
8613,61,58,56,65,66,59,56,60,49,60,58,67,59,69,67,67,63,65,70,80,7
