n,CPI_index,Direction,Operations,People,Engagement,Vision,Strategy,Leadership,Adaptability,Performance,Systems,Teamwork,Talent,Development,Fit,Customer,Climate,Positivity,Satisfaction,Effort,nps
3018,66,65,58,68,72,66,62,67,53,61,60,70,64,71,70,77,68,68,73,83,8
