n,CPI_index,Direction,Operations,People,Engagement,Vision,Strategy,Leadership,Adaptability,Performance,Systems,Teamwork,Talent,Development,Fit,Customer,Climate,Positivity,Satisfaction,Effort,nps
9769,62,59,57,66,66,60,57,61,51,61,58,68,60,70,67,68,64,66,70,79,7
