n,CPI_index,Direction,Operations,People,Engagement,Vision,Strategy,Leadership,Adaptability,Performance,Systems,Teamwork,Talent,Development,Fit,Customer,Climate,Positivity,Satisfaction,Effort,nps
2656,66,65,58,68,72,66,62,66,53,61,60,70,64,71,69,77,68,68,73,83,8
