n,CPI_index,Direction,Operations,People,Engagement,Vision,Strategy,Leadership,Adaptability,Performance,Systems,Teamwork,Talent,Development,Fit,Customer,Climate,Positivity,Satisfaction,Effort,nps
4165,67,66,59,68,73,68,64,67,53,62,61,70,64,71,70,79,69,68,74,83,8
