n,CPI_index,Direction,Operations,People,Engagement,Vision,Strategy,Leadership,Adaptability,Performance,Systems,Teamwork,Talent,Development,Fit,Customer,Climate,Positivity,Satisfaction,Effort,nps
4393,66,66,58,68,72,67,63,67,53,62,60,70,64,71,70,79,69,68,74,83,8
