n,CPI_index,Direction,Operations,People,Engagement,Vision,Strategy,Leadership,Adaptability,Performance,Systems,Teamwork,Talent,Development,Fit,Customer,Climate,Positivity,Satisfaction,Effort,nps
9033,61,59,56,65,66,59,56,60,50,60,58,67,59,69,67,67,63,65,70,79,7
